# pucks logger
# generation, total redpucks, total greenpucks.
0 36.000000 56.000000 0.485000 100
1 51.000000 89.000000 0.609375 96
2 63.000000 115.000000 0.593592 94
3 67.000000 143.000000 0.767025 93
4 118.000000 179.000000 0.762148 93
5 139.000000 123.000000 0.744412 92
6 184.000000 157.000000 0.873577 92
7 186.000000 181.000000 0.932337 92
8 200.000000 236.000000 0.893121 91
9 197.000000 187.000000 0.868806 91
10 214.000000 221.000000 0.925615 91
11 239.000000 222.000000 0.938341 89
12 295.000000 234.000000 0.956209 88
13 268.000000 244.000000 0.932601 87
14 229.000000 251.000000 0.889832 85
15 265.000000 246.000000 0.920843 85
16 184.000000 314.000000 0.902027 85
17 196.000000 341.000000 0.932815 85
18 193.000000 326.000000 0.908665 85
19 211.000000 336.000000 0.954285 85
20 212.000000 303.000000 0.891639 85
21 234.000000 267.000000 0.946445 84
22 272.000000 291.000000 0.923053 84
23 261.000000 292.000000 0.905648 84
24 280.000000 247.000000 0.880456 84
25 313.000000 265.000000 0.942549 84
26 377.000000 295.000000 0.950009 83
27 330.000000 287.000000 0.946771 83
28 309.000000 272.000000 0.917125 83
29 309.000000 357.000000 0.931084 83
30 324.000000 282.000000 0.926629 83
31 413.000000 310.000000 0.969159 83
32 302.000000 301.000000 0.945428 83
33 306.000000 352.000000 0.938612 83
34 350.000000 314.000000 0.953582 83
35 375.000000 298.000000 0.906205 83
36 363.000000 292.000000 0.919511 83
37 336.000000 283.000000 0.932426 83
38 353.000000 232.000000 0.924121 83
39 342.000000 275.000000 0.929391 83
40 371.000000 275.000000 0.948432 82
41 331.000000 274.000000 0.956061 82
42 339.000000 261.000000 0.959053 82
43 352.000000 266.000000 0.945183 82
44 362.000000 309.000000 0.940888 82
45 393.000000 321.000000 0.958647 82
46 333.000000 330.000000 0.946576 82
47 355.000000 377.000000 0.951441 81
48 382.000000 319.000000 0.966448 81
49 399.000000 345.000000 0.949556 81
50 385.000000 324.000000 0.965163 81
51 354.000000 324.000000 0.668707 81
52 336.000000 336.000000 0.631759 81
53 345.000000 332.000000 0.644997 81
54 323.000000 305.000000 0.631222 80
55 304.000000 349.000000 0.668793 80
56 337.000000 359.000000 0.640425 80
57 366.000000 358.000000 0.616956 80
58 362.000000 386.000000 0.652484 80
59 329.000000 372.000000 0.633948 80
60 396.000000 385.000000 0.648106 80
61 342.000000 363.000000 0.650575 80
62 389.000000 394.000000 0.642607 79
63 367.000000 388.000000 0.648349 78
64 317.000000 313.000000 0.648978 78
65 330.000000 317.000000 0.634052 77
66 324.000000 330.000000 0.626530 76
67 334.000000 316.000000 0.639512 76
68 354.000000 357.000000 0.644631 76
69 321.000000 330.000000 0.644287 76
70 350.000000 328.000000 0.621420 76
71 341.000000 328.000000 0.644027 76
72 323.000000 330.000000 0.643062 76
73 338.000000 313.000000 0.642067 76
74 338.000000 322.000000 0.614224 76
75 336.000000 355.000000 0.660309 76
76 341.000000 347.000000 0.646737 76
77 356.000000 294.000000 0.648667 76
78 343.000000 369.000000 0.629446 76
79 355.000000 379.000000 0.632468 76
80 346.000000 406.000000 0.633026 76
81 340.000000 309.000000 0.657139 76
82 339.000000 364.000000 0.627832 76
83 362.000000 348.000000 0.632033 76
84 346.000000 404.000000 0.656845 75
85 341.000000 313.000000 0.642757 75
86 347.000000 333.000000 0.599443 75
87 343.000000 320.000000 0.646523 75
88 325.000000 346.000000 0.625062 75
89 374.000000 315.000000 0.654815 74
90 317.000000 304.000000 0.657624 74
91 378.000000 351.000000 0.625669 74
92 323.000000 345.000000 0.624795 74
93 280.000000 334.000000 0.634531 74
94 346.000000 370.000000 0.656088 74
95 320.000000 337.000000 0.642059 74
96 342.000000 346.000000 0.641659 74
97 301.000000 353.000000 0.651480 74
98 324.000000 354.000000 0.625861 74
99 368.000000 314.000000 0.637455 74
100 360.000000 315.000000 0.660826 74
