# pucks logger
# generation, total redpucks, total greenpucks.
0 55.000000 43.000000 0.445000 100
1 67.000000 39.000000 0.467544 95
2 101.000000 67.000000 0.651648 91
3 94.000000 85.000000 0.648091 88
4 135.000000 103.000000 0.644992 87
5 133.000000 106.000000 0.737098 86
6 107.000000 130.000000 0.724660 84
7 129.000000 147.000000 0.822704 84
8 50.000000 216.000000 0.774182 83
9 54.000000 196.000000 0.801220 81
10 112.000000 216.000000 0.829539 80
11 107.000000 196.000000 0.819078 79
12 204.000000 195.000000 0.926462 79
13 173.000000 182.000000 0.940029 79
14 229.000000 214.000000 0.918574 79
15 223.000000 203.000000 0.937432 79
16 252.000000 235.000000 0.928149 79
17 308.000000 193.000000 0.895564 79
18 217.000000 213.000000 0.884085 79
19 212.000000 267.000000 0.918380 79
20 253.000000 252.000000 0.929018 79
21 262.000000 259.000000 0.895735 79
22 326.000000 214.000000 0.887316 79
23 342.000000 249.000000 0.961962 79
24 367.000000 234.000000 0.923853 79
25 353.000000 253.000000 0.982304 79
26 316.000000 308.000000 0.915235 79
27 316.000000 295.000000 0.955546 79
28 297.000000 306.000000 0.953089 79
29 251.000000 208.000000 0.930795 79
30 298.000000 262.000000 0.954065 79
31 262.000000 202.000000 0.900706 78
32 335.000000 210.000000 0.934829 78
33 253.000000 222.000000 0.856388 78
34 276.000000 271.000000 0.878050 78
35 235.000000 177.000000 0.885555 78
36 333.000000 238.000000 0.923188 78
37 300.000000 240.000000 0.896999 78
38 291.000000 209.000000 0.964533 77
39 262.000000 303.000000 0.936416 77
40 294.000000 311.000000 0.941279 77
41 293.000000 323.000000 0.944539 77
42 305.000000 320.000000 0.923307 77
43 333.000000 352.000000 0.957793 77
44 306.000000 329.000000 0.876318 77
45 320.000000 316.000000 0.928985 77
46 335.000000 325.000000 0.908766 77
47 339.000000 350.000000 0.929049 77
48 362.000000 325.000000 0.943983 77
49 358.000000 278.000000 0.944058 77
50 453.000000 257.000000 0.931390 77
51 394.000000 315.000000 0.665042 77
52 379.000000 336.000000 0.618645 77
53 356.000000 356.000000 0.624381 77
54 330.000000 345.000000 0.651009 77
55 367.000000 413.000000 0.653680 77
56 376.000000 393.000000 0.617340 77
57 346.000000 365.000000 0.666821 77
58 384.000000 353.000000 0.657040 77
59 370.000000 331.000000 0.640903 77
60 367.000000 349.000000 0.651206 77
61 379.000000 352.000000 0.640009 77
62 402.000000 362.000000 0.641737 77
63 331.000000 381.000000 0.640553 77
64 375.000000 366.000000 0.615928 77
65 443.000000 356.000000 0.629048 77
66 420.000000 390.000000 0.635323 77
67 409.000000 412.000000 0.626901 77
68 391.000000 430.000000 0.651551 77
69 390.000000 402.000000 0.665494 77
70 423.000000 417.000000 0.622328 77
71 406.000000 373.000000 0.617141 77
72 352.000000 361.000000 0.621687 77
73 337.000000 399.000000 0.620644 77
74 379.000000 353.000000 0.637638 77
75 367.000000 366.000000 0.631591 77
76 399.000000 355.000000 0.640258 77
77 408.000000 375.000000 0.628792 77
78 370.000000 364.000000 0.630912 77
79 391.000000 381.000000 0.624500 77
80 375.000000 395.000000 0.636418 76
81 416.000000 404.000000 0.632161 76
82 370.000000 398.000000 0.626896 76
83 391.000000 395.000000 0.624270 76
84 372.000000 355.000000 0.658694 76
85 387.000000 348.000000 0.640082 76
86 391.000000 356.000000 0.642575 76
87 362.000000 350.000000 0.654602 76
88 388.000000 344.000000 0.662120 76
89 383.000000 382.000000 0.634354 76
90 357.000000 381.000000 0.636485 76
91 405.000000 374.000000 0.627531 76
92 389.000000 360.000000 0.632584 76
93 363.000000 342.000000 0.653849 76
94 373.000000 355.000000 0.637363 76
95 373.000000 396.000000 0.617661 76
96 382.000000 362.000000 0.647686 76
97 389.000000 380.000000 0.626485 76
98 409.000000 333.000000 0.645319 76
99 394.000000 400.000000 0.638680 76
100 382.000000 398.000000 0.631465 76
