# pucks logger
# generation, total redpucks, total greenpucks.
0 60.000000 30.000000 0.485000 100
1 119.000000 27.000000 0.583860 95
2 187.000000 61.000000 0.738148 91
3 188.000000 187.000000 0.777326 90
4 224.000000 306.000000 0.883301 90
5 258.000000 308.000000 0.897497 90
6 322.000000 259.000000 0.913942 90
7 319.000000 312.000000 0.906972 90
8 270.000000 299.000000 0.913486 90
9 300.000000 350.000000 0.933564 90
10 321.000000 366.000000 0.964940 90
11 365.000000 309.000000 0.924673 90
12 320.000000 268.000000 0.947075 90
13 261.000000 317.000000 0.956743 90
14 310.000000 295.000000 0.946327 90
15 292.000000 297.000000 0.898420 90
16 308.000000 347.000000 0.933004 90
17 337.000000 295.000000 0.937257 90
18 309.000000 296.000000 0.954658 90
19 314.000000 297.000000 0.932405 90
20 286.000000 311.000000 0.929576 90
21 302.000000 302.000000 0.902996 90
22 320.000000 277.000000 0.895827 90
23 349.000000 303.000000 0.924794 90
24 370.000000 287.000000 0.932067 89
25 417.000000 320.000000 0.930767 89
26 395.000000 282.000000 0.946147 89
27 396.000000 259.000000 0.923888 89
28 346.000000 264.000000 0.910576 89
29 313.000000 265.000000 0.912222 89
30 315.000000 216.000000 0.897276 89
31 291.000000 284.000000 0.925998 89
32 367.000000 267.000000 0.903027 89
33 298.000000 271.000000 0.959755 89
34 287.000000 306.000000 0.905575 89
35 316.000000 324.000000 0.940830 89
36 298.000000 308.000000 0.928838 89
37 270.000000 276.000000 0.869205 89
38 356.000000 301.000000 0.931642 88
39 379.000000 319.000000 0.899740 88
40 400.000000 257.000000 0.922775 88
41 351.000000 321.000000 0.969180 87
42 399.000000 318.000000 0.968022 87
43 385.000000 306.000000 0.941653 87
44 412.000000 299.000000 0.954370 87
45 391.000000 319.000000 0.929765 87
46 400.000000 324.000000 0.940039 87
47 329.000000 388.000000 0.883870 87
48 295.000000 395.000000 0.906913 87
49 302.000000 466.000000 0.932044 87
50 345.000000 389.000000 0.919048 87
51 360.000000 393.000000 0.659544 87
52 368.000000 346.000000 0.671422 87
53 355.000000 316.000000 0.668600 87
54 433.000000 360.000000 0.643918 87
55 362.000000 316.000000 0.639323 87
56 367.000000 314.000000 0.618608 87
57 379.000000 368.000000 0.664429 87
58 369.000000 352.000000 0.611809 87
59 319.000000 304.000000 0.628495 87
60 353.000000 374.000000 0.631789 87
61 353.000000 345.000000 0.667557 87
62 418.000000 382.000000 0.623829 87
63 415.000000 391.000000 0.619795 87
64 390.000000 383.000000 0.611879 87
65 423.000000 388.000000 0.596422 87
66 376.000000 363.000000 0.616616 87
67 377.000000 383.000000 0.631217 87
68 341.000000 347.000000 0.605000 87
69 353.000000 373.000000 0.593900 87
70 367.000000 361.000000 0.608295 87
71 363.000000 358.000000 0.653629 87
72 366.000000 293.000000 0.628733 87
73 311.000000 365.000000 0.623829 87
74 340.000000 378.000000 0.647862 86
75 413.000000 400.000000 0.638692 86
76 366.000000 386.000000 0.615862 86
77 398.000000 371.000000 0.629081 86
78 354.000000 397.000000 0.649479 86
79 353.000000 364.000000 0.682469 86
80 376.000000 339.000000 0.637488 86
81 394.000000 382.000000 0.630215 86
82 406.000000 394.000000 0.651572 86
83 359.000000 374.000000 0.651361 86
84 391.000000 363.000000 0.625777 86
85 349.000000 362.000000 0.649226 86
86 366.000000 396.000000 0.656019 86
87 389.000000 372.000000 0.617758 86
88 337.000000 350.000000 0.657350 85
89 298.000000 297.000000 0.632016 85
90 333.000000 346.000000 0.619021 85
91 363.000000 328.000000 0.578465 85
92 327.000000 339.000000 0.649347 85
93 386.000000 408.000000 0.661385 85
94 393.000000 389.000000 0.622598 85
95 353.000000 369.000000 0.631772 85
96 352.000000 334.000000 0.658523 85
97 367.000000 338.000000 0.657604 85
98 347.000000 390.000000 0.654742 85
99 371.000000 310.000000 0.678917 85
100 286.000000 350.000000 0.641525 85
