# pucks logger
# generation, total redpucks, total greenpucks.
0 54.000000 55.000000 0.555000 100
1 77.000000 70.000000 0.541581 97
2 134.000000 156.000000 0.734904 95
3 265.000000 196.000000 0.912711 95
4 266.000000 162.000000 0.812849 95
5 342.000000 214.000000 0.923600 94
6 316.000000 242.000000 0.909168 94
7 236.000000 265.000000 0.902970 94
8 257.000000 314.000000 0.938271 94
9 269.000000 347.000000 0.891822 94
10 234.000000 296.000000 0.914332 94
11 237.000000 310.000000 0.914351 94
12 319.000000 229.000000 0.869299 94
13 299.000000 228.000000 0.852916 93
14 337.000000 366.000000 0.883101 93
15 303.000000 335.000000 0.924437 93
16 336.000000 306.000000 0.952514 93
17 349.000000 285.000000 0.908549 93
18 364.000000 234.000000 0.942998 93
19 377.000000 227.000000 0.903661 93
20 364.000000 207.000000 0.918877 93
21 348.000000 214.000000 0.895101 93
22 335.000000 268.000000 0.921899 93
23 272.000000 272.000000 0.898117 93
24 314.000000 247.000000 0.912103 93
25 360.000000 285.000000 0.924473 93
26 335.000000 257.000000 0.927001 93
27 397.000000 259.000000 0.931526 93
28 386.000000 304.000000 0.932331 93
29 414.000000 275.000000 0.955857 93
30 454.000000 307.000000 0.933023 93
31 422.000000 314.000000 0.937611 93
32 444.000000 258.000000 0.938771 92
33 506.000000 267.000000 0.967240 92
34 455.000000 231.000000 0.937953 92
35 489.000000 206.000000 0.917789 91
36 478.000000 216.000000 0.952220 91
37 506.000000 188.000000 0.947485 91
38 475.000000 207.000000 0.936373 91
39 459.000000 239.000000 0.954906 91
40 419.000000 271.000000 0.913968 91
41 397.000000 288.000000 0.915827 91
42 330.000000 332.000000 0.907376 91
43 356.000000 320.000000 0.949135 91
44 423.000000 327.000000 0.948561 91
45 454.000000 298.000000 0.906700 91
46 444.000000 337.000000 0.936192 91
47 430.000000 278.000000 0.943185 90
48 398.000000 296.000000 0.966687 90
49 434.000000 311.000000 0.912082 90
50 409.000000 282.000000 0.926535 90
51 365.000000 360.000000 0.636674 90
52 328.000000 291.000000 0.656913 90
53 302.000000 312.000000 0.596947 90
54 237.000000 245.000000 0.625527 89
55 275.000000 301.000000 0.619211 89
56 266.000000 274.000000 0.621779 89
57 277.000000 280.000000 0.699476 89
58 264.000000 243.000000 0.662211 89
59 263.000000 277.000000 0.624541 89
60 288.000000 335.000000 0.689147 88
61 362.000000 331.000000 0.637723 88
62 323.000000 281.000000 0.668952 88
63 334.000000 317.000000 0.651630 88
64 302.000000 302.000000 0.645759 87
65 333.000000 303.000000 0.651012 86
66 361.000000 320.000000 0.640922 86
67 291.000000 300.000000 0.648538 85
68 343.000000 335.000000 0.628290 85
69 353.000000 301.000000 0.622073 85
70 353.000000 347.000000 0.653292 85
71 370.000000 314.000000 0.640046 85
72 374.000000 370.000000 0.654754 85
73 357.000000 345.000000 0.652094 85
74 361.000000 370.000000 0.655616 84
75 314.000000 351.000000 0.640077 84
76 335.000000 352.000000 0.656972 84
77 309.000000 272.000000 0.656796 84
78 315.000000 311.000000 0.654317 84
79 340.000000 303.000000 0.650289 84
80 364.000000 306.000000 0.660107 82
81 365.000000 339.000000 0.657004 82
82 343.000000 306.000000 0.657668 82
83 350.000000 346.000000 0.605585 82
84 326.000000 318.000000 0.635213 82
85 379.000000 345.000000 0.645022 82
86 302.000000 321.000000 0.644163 82
87 355.000000 326.000000 0.638732 82
88 358.000000 335.000000 0.653910 82
89 320.000000 352.000000 0.635622 82
90 333.000000 316.000000 0.609091 82
91 360.000000 354.000000 0.642746 82
92 394.000000 362.000000 0.668404 82
93 376.000000 347.000000 0.640358 82
94 340.000000 345.000000 0.645756 82
95 294.000000 297.000000 0.655943 82
96 300.000000 314.000000 0.638458 82
97 302.000000 343.000000 0.669282 82
98 297.000000 284.000000 0.651209 82
99 266.000000 291.000000 0.670974 82
100 322.000000 305.000000 0.616684 82
