# pucks logger
# generation, total redpucks, total greenpucks.
0 51.000000 91.000000 0.603571 100
1 75.000000 109.000000 0.686842 95
2 98.000000 147.000000 0.767477 94
3 139.000000 161.000000 0.792701 94
4 149.000000 172.000000 0.793068 94
5 158.000000 218.000000 0.763102 94
6 189.000000 232.000000 0.796710 94
7 184.000000 241.000000 0.880714 93
8 188.000000 277.000000 0.855230 93
9 207.000000 286.000000 0.932737 93
10 243.000000 286.000000 0.908929 93
11 255.000000 238.000000 0.870823 93
12 289.000000 242.000000 0.933606 93
13 252.000000 234.000000 0.863961 93
14 300.000000 255.000000 0.922319 93
15 275.000000 200.000000 0.810104 93
16 344.000000 263.000000 0.916716 93
17 317.000000 259.000000 0.908874 93
18 374.000000 301.000000 0.915339 93
19 402.000000 251.000000 0.932806 93
20 404.000000 226.000000 0.891467 93
21 411.000000 270.000000 0.912535 93
22 404.000000 287.000000 0.900694 93
23 367.000000 326.000000 0.941187 93
24 410.000000 214.000000 0.938423 93
25 354.000000 209.000000 0.930977 92
26 336.000000 261.000000 0.894804 92
27 298.000000 276.000000 0.900100 91
28 365.000000 258.000000 0.911758 91
29 352.000000 254.000000 0.869545 91
30 464.000000 209.000000 0.911850 90
31 463.000000 245.000000 0.941405 90
32 483.000000 331.000000 0.939981 90
33 483.000000 339.000000 0.936721 90
34 529.000000 346.000000 0.947229 90
35 537.000000 315.000000 0.955858 90
36 469.000000 389.000000 0.947793 90
37 391.000000 395.000000 0.926289 90
38 400.000000 471.000000 0.941375 90
39 413.000000 437.000000 0.945629 90
40 430.000000 458.000000 0.948471 90
41 413.000000 492.000000 0.967929 90
42 403.000000 498.000000 0.954303 90
43 411.000000 445.000000 0.953027 89
44 361.000000 516.000000 0.948909 89
45 422.000000 451.000000 0.956160 89
46 488.000000 445.000000 0.973688 89
47 445.000000 429.000000 0.969695 89
48 387.000000 516.000000 0.960611 89
49 424.000000 453.000000 0.946934 89
50 519.000000 386.000000 0.954948 89
51 433.000000 447.000000 0.645511 89
52 443.000000 451.000000 0.636871 89
53 476.000000 429.000000 0.614429 89
54 433.000000 443.000000 0.626359 89
55 462.000000 471.000000 0.652176 89
56 427.000000 450.000000 0.634404 89
57 438.000000 468.000000 0.639945 89
58 422.000000 441.000000 0.633165 89
59 399.000000 416.000000 0.629951 89
60 411.000000 385.000000 0.639268 88
61 406.000000 455.000000 0.633402 88
62 442.000000 416.000000 0.628866 88
63 436.000000 418.000000 0.643482 88
64 447.000000 451.000000 0.632118 88
65 429.000000 429.000000 0.618563 88
66 468.000000 457.000000 0.631922 88
67 499.000000 461.000000 0.628387 88
68 464.000000 444.000000 0.625102 88
69 392.000000 452.000000 0.629247 88
70 375.000000 334.000000 0.636259 88
71 426.000000 404.000000 0.632583 88
72 401.000000 445.000000 0.627566 88
73 403.000000 402.000000 0.625564 88
74 414.000000 396.000000 0.623643 88
75 449.000000 448.000000 0.615224 88
76 469.000000 425.000000 0.649469 88
77 452.000000 446.000000 0.640485 88
78 434.000000 459.000000 0.645292 88
79 411.000000 412.000000 0.625390 88
80 449.000000 416.000000 0.633143 88
81 447.000000 431.000000 0.634797 88
82 482.000000 436.000000 0.636307 88
83 451.000000 436.000000 0.624963 88
84 449.000000 422.000000 0.650979 88
85 431.000000 388.000000 0.631849 88
86 408.000000 385.000000 0.630951 88
87 396.000000 424.000000 0.625435 88
88 418.000000 398.000000 0.649017 88
89 437.000000 447.000000 0.630084 87
90 455.000000 431.000000 0.636764 87
91 390.000000 370.000000 0.667217 87
92 436.000000 391.000000 0.640586 87
93 448.000000 461.000000 0.646658 87
94 416.000000 454.000000 0.636399 87
95 370.000000 367.000000 0.672938 87
96 380.000000 386.000000 0.654018 87
97 379.000000 400.000000 0.656922 87
98 395.000000 410.000000 0.658367 87
99 354.000000 388.000000 0.667249 87
100 423.000000 398.000000 0.628911 87
