# pucks logger
# generation, total redpucks, total greenpucks.
0 39.000000 60.000000 0.551667 100
1 56.000000 79.000000 0.433421 95
2 105.000000 176.000000 0.729650 89
3 193.000000 232.000000 0.847320 88
4 204.000000 177.000000 0.876586 88
5 205.000000 214.000000 0.910907 88
6 173.000000 208.000000 0.894714 88
7 195.000000 205.000000 0.907546 87
8 222.000000 236.000000 0.894771 87
9 243.000000 211.000000 0.950146 87
10 251.000000 238.000000 0.893346 86
11 299.000000 244.000000 0.915448 86
12 281.000000 234.000000 0.942645 86
13 272.000000 270.000000 0.939010 86
14 270.000000 232.000000 0.926609 86
15 361.000000 239.000000 0.921748 86
16 271.000000 330.000000 0.961567 86
17 310.000000 236.000000 0.913364 86
18 354.000000 276.000000 0.937138 86
19 311.000000 329.000000 0.925264 86
20 339.000000 282.000000 0.942189 86
21 382.000000 245.000000 0.922352 86
22 335.000000 210.000000 0.945685 86
23 331.000000 223.000000 0.934088 86
24 311.000000 291.000000 0.924048 86
25 365.000000 311.000000 0.953086 86
26 304.000000 281.000000 0.931458 86
27 249.000000 355.000000 0.894644 86
28 291.000000 329.000000 0.917251 86
29 279.000000 310.000000 0.940688 86
30 267.000000 320.000000 0.953694 86
31 276.000000 277.000000 0.901191 86
32 283.000000 309.000000 0.951864 85
33 337.000000 281.000000 0.942601 84
34 312.000000 236.000000 0.905866 84
35 256.000000 305.000000 0.923384 84
36 300.000000 250.000000 0.899826 84
37 290.000000 323.000000 0.945372 84
38 300.000000 281.000000 0.922058 84
39 348.000000 239.000000 0.953895 84
40 337.000000 254.000000 0.943674 84
41 343.000000 255.000000 0.939923 84
42 323.000000 285.000000 0.943366 84
43 290.000000 214.000000 0.901301 84
44 321.000000 289.000000 0.888039 84
45 230.000000 332.000000 0.948382 84
46 325.000000 277.000000 0.960390 84
47 324.000000 208.000000 0.931450 84
48 363.000000 248.000000 0.893994 84
49 289.000000 244.000000 0.903727 84
50 375.000000 246.000000 0.919957 83
51 341.000000 255.000000 0.670582 83
52 264.000000 282.000000 0.617137 83
53 325.000000 312.000000 0.664099 83
54 314.000000 314.000000 0.629288 83
55 299.000000 284.000000 0.641663 83
56 329.000000 303.000000 0.646367 83
57 301.000000 316.000000 0.614585 83
58 312.000000 306.000000 0.586681 83
59 294.000000 270.000000 0.636726 83
60 326.000000 313.000000 0.619301 83
61 294.000000 274.000000 0.631012 83
62 293.000000 298.000000 0.637048 83
63 328.000000 340.000000 0.630085 83
64 320.000000 334.000000 0.632221 83
65 358.000000 360.000000 0.660698 83
66 373.000000 330.000000 0.639045 83
67 319.000000 316.000000 0.636462 83
68 370.000000 296.000000 0.634482 82
69 295.000000 284.000000 0.678965 82
70 318.000000 336.000000 0.640243 82
71 272.000000 284.000000 0.638879 82
72 287.000000 276.000000 0.634720 82
73 293.000000 299.000000 0.626890 82
74 337.000000 299.000000 0.633087 82
75 313.000000 297.000000 0.626193 82
76 304.000000 299.000000 0.638534 82
77 331.000000 294.000000 0.629375 82
78 334.000000 345.000000 0.658439 82
79 298.000000 331.000000 0.656069 82
80 319.000000 312.000000 0.645717 82
81 285.000000 359.000000 0.651171 82
82 291.000000 299.000000 0.652792 82
83 288.000000 300.000000 0.630531 82
84 354.000000 343.000000 0.632028 82
85 304.000000 298.000000 0.691048 82
86 308.000000 316.000000 0.634677 82
87 319.000000 363.000000 0.621766 82
88 322.000000 329.000000 0.621062 82
89 321.000000 317.000000 0.642524 82
90 334.000000 335.000000 0.644150 80
91 352.000000 378.000000 0.633071 80
92 369.000000 339.000000 0.630140 80
93 338.000000 351.000000 0.636365 80
94 377.000000 358.000000 0.644809 80
95 308.000000 294.000000 0.658495 79
96 336.000000 343.000000 0.630319 79
97 341.000000 324.000000 0.641052 79
98 326.000000 291.000000 0.645579 79
99 367.000000 326.000000 0.646921 79
100 333.000000 279.000000 0.679173 79
