# pucks logger
# generation, total redpucks, total greenpucks.
0 90.000000 85.000000 0.598333 100
1 144.000000 114.000000 0.684162 99
2 205.000000 225.000000 0.906848 97
3 221.000000 266.000000 0.930758 97
4 231.000000 303.000000 0.912214 97
5 278.000000 348.000000 0.931100 97
6 291.000000 382.000000 0.920967 97
7 364.000000 366.000000 0.956040 97
8 383.000000 400.000000 0.961375 97
9 281.000000 386.000000 0.938291 97
10 268.000000 463.000000 0.954240 97
11 304.000000 382.000000 0.936550 97
12 323.000000 435.000000 0.940344 97
13 303.000000 347.000000 0.900276 97
14 288.000000 458.000000 0.920691 97
15 326.000000 462.000000 0.950391 97
16 275.000000 471.000000 0.949569 97
17 300.000000 458.000000 0.944682 97
18 319.000000 506.000000 0.951180 97
19 378.000000 392.000000 0.908920 97
20 318.000000 407.000000 0.925094 97
21 377.000000 378.000000 0.930085 97
22 321.000000 353.000000 0.954693 97
23 326.000000 404.000000 0.930748 96
24 375.000000 373.000000 0.958015 96
25 434.000000 374.000000 0.938572 96
26 338.000000 443.000000 0.922599 96
27 319.000000 457.000000 0.922783 96
28 295.000000 475.000000 0.927100 96
29 391.000000 380.000000 0.950496 96
30 436.000000 415.000000 0.928655 96
31 433.000000 406.000000 0.943192 96
32 504.000000 443.000000 0.913485 96
33 488.000000 467.000000 0.950502 96
34 466.000000 456.000000 0.954524 96
35 502.000000 494.000000 0.957703 96
36 492.000000 562.000000 0.936451 96
37 494.000000 472.000000 0.942303 96
38 418.000000 440.000000 0.964436 96
39 423.000000 463.000000 0.952831 96
40 388.000000 573.000000 0.973054 96
41 430.000000 528.000000 0.957284 96
42 507.000000 547.000000 0.952586 96
43 502.000000 548.000000 0.943520 96
44 470.000000 483.000000 0.947235 96
45 463.000000 574.000000 0.956976 96
46 536.000000 583.000000 0.944634 96
47 552.000000 596.000000 0.955466 96
48 507.000000 569.000000 0.945571 96
49 523.000000 613.000000 0.953376 96
50 506.000000 662.000000 0.936811 96
51 554.000000 588.000000 0.639926 96
52 500.000000 527.000000 0.614928 96
53 561.000000 564.000000 0.620818 96
54 562.000000 576.000000 0.620621 96
55 540.000000 543.000000 0.629106 96
56 508.000000 508.000000 0.622164 96
57 545.000000 523.000000 0.631742 96
58 542.000000 516.000000 0.628610 96
59 469.000000 504.000000 0.651342 96
60 547.000000 538.000000 0.615045 96
61 576.000000 566.000000 0.612573 96
62 568.000000 528.000000 0.630785 96
63 542.000000 614.000000 0.627204 96
64 596.000000 578.000000 0.623508 96
65 510.000000 528.000000 0.632366 96
66 580.000000 563.000000 0.638565 96
67 587.000000 548.000000 0.616121 96
68 618.000000 597.000000 0.603975 96
69 586.000000 635.000000 0.614036 96
70 584.000000 583.000000 0.633573 96
71 564.000000 592.000000 0.627004 96
72 577.000000 608.000000 0.645931 96
73 605.000000 641.000000 0.619548 96
74 606.000000 599.000000 0.615142 96
75 571.000000 562.000000 0.618090 96
76 594.000000 555.000000 0.617853 96
77 592.000000 543.000000 0.631222 96
78 600.000000 525.000000 0.631365 96
79 601.000000 569.000000 0.605337 96
80 534.000000 527.000000 0.624171 96
81 586.000000 541.000000 0.623451 96
82 585.000000 550.000000 0.633238 96
83 533.000000 569.000000 0.606120 96
84 524.000000 539.000000 0.614141 96
85 516.000000 569.000000 0.627041 96
86 516.000000 566.000000 0.619513 96
87 568.000000 572.000000 0.622226 96
88 588.000000 591.000000 0.623446 96
89 555.000000 582.000000 0.600013 96
90 553.000000 581.000000 0.631213 96
91 559.000000 549.000000 0.618475 96
92 578.000000 539.000000 0.628618 96
93 544.000000 548.000000 0.624252 96
94 563.000000 515.000000 0.614221 96
95 586.000000 566.000000 0.619076 96
96 539.000000 571.000000 0.634277 96
97 514.000000 533.000000 0.628445 96
98 562.000000 528.000000 0.615550 96
99 566.000000 533.000000 0.631480 96
100 544.000000 583.000000 0.613541 96
