# pucks logger
# generation, total redpucks, total greenpucks.
0 67.000000 70.000000 0.511667 100
1 117.000000 46.000000 0.591729 95
2 164.000000 45.000000 0.635439 95
3 197.000000 79.000000 0.767331 95
4 201.000000 126.000000 0.787948 95
5 162.000000 204.000000 0.831966 93
6 184.000000 199.000000 0.804595 93
7 223.000000 206.000000 0.845673 93
8 236.000000 183.000000 0.844691 93
9 233.000000 158.000000 0.756785 93
10 307.000000 132.000000 0.835076 92
11 366.000000 221.000000 0.935896 92
12 382.000000 221.000000 0.947271 92
13 420.000000 192.000000 0.925472 92
14 337.000000 150.000000 0.911869 91
15 356.000000 151.000000 0.896582 91
16 314.000000 237.000000 0.862985 90
17 317.000000 311.000000 0.907464 90
18 290.000000 354.000000 0.901401 90
19 297.000000 264.000000 0.885505 90
20 309.000000 303.000000 0.920696 90
21 333.000000 294.000000 0.900417 89
22 284.000000 305.000000 0.932915 89
23 295.000000 383.000000 0.962835 89
24 262.000000 314.000000 0.927797 89
25 295.000000 293.000000 0.924377 89
26 297.000000 337.000000 0.934773 88
27 246.000000 432.000000 0.913470 87
28 213.000000 461.000000 0.908438 87
29 195.000000 418.000000 0.911059 86
30 223.000000 439.000000 0.890855 86
31 239.000000 398.000000 0.932633 86
32 229.000000 368.000000 0.913024 84
33 211.000000 413.000000 0.955492 84
34 194.000000 511.000000 0.958469 84
35 220.000000 489.000000 0.934596 83
36 170.000000 491.000000 0.928096 83
37 98.000000 525.000000 0.933712 83
38 158.000000 434.000000 0.958430 82
39 187.000000 465.000000 0.947257 81
40 168.000000 451.000000 0.931609 81
41 147.000000 494.000000 0.960906 80
42 182.000000 485.000000 0.941594 80
43 109.000000 534.000000 0.921276 79
44 171.000000 583.000000 0.951677 78
45 198.000000 459.000000 0.958156 78
46 246.000000 456.000000 0.958585 77
47 231.000000 524.000000 0.957185 76
48 280.000000 450.000000 0.942481 76
49 237.000000 444.000000 0.947209 76
50 274.000000 437.000000 0.925577 76
51 282.000000 307.000000 0.700571 76
52 293.000000 332.000000 0.671245 76
53 357.000000 281.000000 0.674313 76
54 286.000000 339.000000 0.634814 76
55 362.000000 341.000000 0.652603 76
56 355.000000 385.000000 0.635039 76
57 355.000000 344.000000 0.628912 76
58 350.000000 368.000000 0.629413 76
59 297.000000 324.000000 0.653905 76
60 314.000000 291.000000 0.634659 75
61 291.000000 324.000000 0.676641 75
62 356.000000 340.000000 0.644253 75
63 333.000000 310.000000 0.656301 75
64 365.000000 332.000000 0.644520 75
65 300.000000 326.000000 0.662498 75
66 257.000000 313.000000 0.636153 75
67 283.000000 319.000000 0.650907 75
68 317.000000 306.000000 0.645567 75
69 365.000000 352.000000 0.630746 75
70 303.000000 362.000000 0.637815 75
71 308.000000 323.000000 0.657494 75
72 307.000000 343.000000 0.593573 75
73 344.000000 347.000000 0.625081 75
74 341.000000 353.000000 0.624678 75
75 326.000000 345.000000 0.653582 75
76 336.000000 373.000000 0.614954 75
77 329.000000 313.000000 0.651099 75
78 320.000000 259.000000 0.633476 74
79 364.000000 339.000000 0.641137 73
80 322.000000 322.000000 0.627887 73
81 320.000000 290.000000 0.607405 73
82 318.000000 314.000000 0.651962 73
83 304.000000 299.000000 0.615874 73
84 309.000000 261.000000 0.646737 72
85 321.000000 285.000000 0.626376 72
86 303.000000 299.000000 0.595886 72
87 311.000000 297.000000 0.605993 72
88 284.000000 291.000000 0.639480 72
89 343.000000 331.000000 0.614381 71
90 323.000000 290.000000 0.601980 71
91 271.000000 257.000000 0.571640 71
92 273.000000 267.000000 0.611130 71
93 313.000000 279.000000 0.595292 71
94 274.000000 279.000000 0.604517 71
95 301.000000 331.000000 0.647209 70
96 252.000000 241.000000 0.623929 70
97 316.000000 263.000000 0.612610 70
98 283.000000 290.000000 0.615406 70
99 308.000000 290.000000 0.614151 69
100 320.000000 270.000000 0.633762 68
