# pucks logger
# generation, total redpucks, total greenpucks.
0 43.000000 116.000000 0.628571 100
1 117.000000 226.000000 0.827051 99
2 131.000000 254.000000 0.862293 98
3 172.000000 245.000000 0.888180 98
4 151.000000 229.000000 0.828285 97
5 138.000000 217.000000 0.826786 96
6 202.000000 216.000000 0.900136 96
7 221.000000 255.000000 0.926997 96
8 209.000000 206.000000 0.899875 95
9 255.000000 208.000000 0.888947 95
10 236.000000 246.000000 0.876907 93
11 220.000000 254.000000 0.856039 92
12 243.000000 331.000000 0.919857 92
13 254.000000 349.000000 0.925598 92
14 228.000000 435.000000 0.958176 91
15 206.000000 409.000000 0.963096 90
16 236.000000 371.000000 0.963034 90
17 221.000000 483.000000 0.958239 90
18 248.000000 435.000000 0.973244 90
19 283.000000 411.000000 0.942736 90
20 283.000000 407.000000 0.938972 90
21 293.000000 393.000000 0.928539 90
22 349.000000 356.000000 0.964284 90
23 305.000000 421.000000 0.962823 90
24 344.000000 452.000000 0.965427 90
25 348.000000 440.000000 0.964061 90
26 343.000000 475.000000 0.942024 90
27 350.000000 485.000000 0.971885 90
28 373.000000 440.000000 0.966428 90
29 409.000000 441.000000 0.947831 90
30 349.000000 475.000000 0.966540 90
31 305.000000 422.000000 0.958964 90
32 360.000000 460.000000 0.943284 90
33 408.000000 446.000000 0.945344 90
34 399.000000 435.000000 0.933080 90
35 471.000000 477.000000 0.953237 90
36 499.000000 425.000000 0.950355 90
37 482.000000 379.000000 0.958877 90
38 420.000000 421.000000 0.950987 90
39 416.000000 407.000000 0.952929 90
40 452.000000 403.000000 0.939363 90
41 484.000000 425.000000 0.960521 90
42 524.000000 380.000000 0.951613 90
43 550.000000 304.000000 0.952053 90
44 560.000000 292.000000 0.956017 90
45 638.000000 250.000000 0.945314 90
46 581.000000 294.000000 0.946651 90
47 593.000000 302.000000 0.950723 90
48 596.000000 274.000000 0.965904 89
49 608.000000 303.000000 0.965307 89
50 548.000000 322.000000 0.941996 88
51 474.000000 349.000000 0.667914 88
52 429.000000 444.000000 0.641848 87
53 482.000000 436.000000 0.629633 87
54 417.000000 394.000000 0.636417 87
55 391.000000 374.000000 0.613730 87
56 385.000000 356.000000 0.647283 87
57 381.000000 438.000000 0.648952 87
58 410.000000 409.000000 0.631189 87
59 353.000000 426.000000 0.629330 87
60 416.000000 396.000000 0.612702 87
61 353.000000 384.000000 0.610851 87
62 367.000000 362.000000 0.636443 87
63 402.000000 386.000000 0.638466 87
64 349.000000 312.000000 0.662671 87
65 333.000000 333.000000 0.644379 87
66 354.000000 382.000000 0.646010 87
67 387.000000 402.000000 0.631474 87
68 392.000000 404.000000 0.662944 87
69 350.000000 381.000000 0.639649 87
70 409.000000 393.000000 0.663781 87
71 400.000000 408.000000 0.643717 87
72 361.000000 396.000000 0.649871 87
73 381.000000 369.000000 0.636397 87
74 293.000000 317.000000 0.678211 87
75 368.000000 358.000000 0.678093 87
76 383.000000 402.000000 0.628363 87
77 341.000000 404.000000 0.662723 87
78 402.000000 434.000000 0.642064 87
79 414.000000 393.000000 0.633887 87
80 401.000000 427.000000 0.645698 87
81 415.000000 387.000000 0.626131 87
82 380.000000 384.000000 0.636074 87
83 407.000000 372.000000 0.623942 87
84 397.000000 363.000000 0.654083 87
85 362.000000 383.000000 0.622185 87
86 402.000000 450.000000 0.635610 87
87 375.000000 398.000000 0.646591 87
88 348.000000 374.000000 0.668265 87
89 349.000000 348.000000 0.637568 87
90 341.000000 316.000000 0.689670 87
91 371.000000 351.000000 0.627010 87
92 409.000000 416.000000 0.660521 87
93 412.000000 413.000000 0.634036 87
94 424.000000 405.000000 0.630481 87
95 425.000000 389.000000 0.629255 87
96 392.000000 384.000000 0.631638 87
97 371.000000 398.000000 0.642656 87
98 448.000000 425.000000 0.627091 87
99 367.000000 345.000000 0.628622 87
100 417.000000 392.000000 0.648945 87
