# pucks logger
# generation, total redpucks, total greenpucks.
0 51.000000 66.000000 0.501667 100
1 101.000000 79.000000 0.591146 96
2 115.000000 117.000000 0.670458 94
3 158.000000 165.000000 0.812790 94
4 141.000000 130.000000 0.840716 94
5 134.000000 217.000000 0.844841 93
6 198.000000 243.000000 0.867947 93
7 234.000000 321.000000 0.900823 93
8 192.000000 286.000000 0.852805 93
9 152.000000 287.000000 0.850153 93
10 191.000000 288.000000 0.900800 93
11 177.000000 367.000000 0.941768 93
12 204.000000 358.000000 0.923660 93
13 221.000000 439.000000 0.907879 93
14 188.000000 438.000000 0.892096 93
15 192.000000 397.000000 0.907077 93
16 270.000000 367.000000 0.920398 93
17 312.000000 366.000000 0.956304 93
18 306.000000 442.000000 0.945453 93
19 300.000000 424.000000 0.959293 93
20 354.000000 471.000000 0.950953 93
21 413.000000 439.000000 0.948935 93
22 415.000000 459.000000 0.954331 93
23 419.000000 429.000000 0.937296 93
24 447.000000 417.000000 0.943776 93
25 507.000000 437.000000 0.947053 93
26 512.000000 391.000000 0.930090 93
27 476.000000 407.000000 0.956871 93
28 487.000000 443.000000 0.957541 93
29 478.000000 433.000000 0.930641 93
30 543.000000 414.000000 0.962116 93
31 510.000000 354.000000 0.948805 93
32 535.000000 328.000000 0.944895 93
33 509.000000 450.000000 0.959078 93
34 571.000000 405.000000 0.938106 93
35 573.000000 381.000000 0.960584 93
36 506.000000 485.000000 0.942000 93
37 512.000000 435.000000 0.951732 93
38 586.000000 403.000000 0.962654 93
39 510.000000 410.000000 0.943641 93
40 576.000000 352.000000 0.960780 93
41 614.000000 347.000000 0.962335 93
42 583.000000 376.000000 0.938341 93
43 520.000000 468.000000 0.954204 93
44 507.000000 470.000000 0.945451 93
45 532.000000 419.000000 0.959915 93
46 556.000000 408.000000 0.939862 93
47 615.000000 405.000000 0.956391 93
48 581.000000 456.000000 0.955311 93
49 578.000000 359.000000 0.955929 93
50 651.000000 407.000000 0.949010 93
51 536.000000 473.000000 0.683869 92
52 512.000000 513.000000 0.638095 92
53 479.000000 457.000000 0.637677 92
54 492.000000 532.000000 0.625467 92
55 479.000000 517.000000 0.628131 92
56 509.000000 510.000000 0.622082 92
57 479.000000 492.000000 0.642655 92
58 542.000000 495.000000 0.628147 92
59 514.000000 494.000000 0.607039 92
60 460.000000 433.000000 0.635504 92
61 483.000000 489.000000 0.617669 92
62 528.000000 494.000000 0.617513 92
63 494.000000 515.000000 0.614879 92
64 492.000000 516.000000 0.634139 92
65 524.000000 429.000000 0.633155 92
66 561.000000 494.000000 0.627954 92
67 438.000000 457.000000 0.619710 92
68 470.000000 521.000000 0.616254 92
69 532.000000 543.000000 0.623919 92
70 522.000000 544.000000 0.635428 92
71 488.000000 481.000000 0.645322 92
72 496.000000 482.000000 0.640729 92
73 492.000000 509.000000 0.626218 92
74 527.000000 486.000000 0.637146 92
75 493.000000 492.000000 0.627912 92
76 539.000000 514.000000 0.620595 92
77 494.000000 472.000000 0.627446 92
78 510.000000 494.000000 0.631252 92
79 465.000000 444.000000 0.646351 92
80 490.000000 480.000000 0.611607 92
81 519.000000 496.000000 0.629093 92
82 507.000000 508.000000 0.618456 92
83 479.000000 480.000000 0.638499 92
84 538.000000 464.000000 0.627031 92
85 535.000000 490.000000 0.628961 92
86 517.000000 535.000000 0.618923 92
87 520.000000 492.000000 0.643571 92
88 502.000000 476.000000 0.622475 92
89 534.000000 449.000000 0.627664 92
90 500.000000 501.000000 0.619062 92
91 478.000000 499.000000 0.635083 92
92 508.000000 552.000000 0.629282 92
93 532.000000 495.000000 0.632814 92
94 525.000000 544.000000 0.622597 92
95 550.000000 513.000000 0.600453 92
96 572.000000 534.000000 0.626450 92
97 512.000000 537.000000 0.626304 92
98 530.000000 530.000000 0.626266 92
99 566.000000 518.000000 0.624563 92
100 543.000000 509.000000 0.602407 92
