# pucks logger
# generation, total redpucks, total greenpucks.
0 65.000000 49.000000 0.526667 100
1 75.000000 85.000000 0.590136 98
2 104.000000 154.000000 0.710764 96
3 94.000000 166.000000 0.693750 96
4 117.000000 132.000000 0.760954 96
5 153.000000 124.000000 0.678299 96
6 252.000000 182.000000 0.779043 96
7 273.000000 197.000000 0.830407 96
8 359.000000 144.000000 0.888566 95
9 377.000000 190.000000 0.932891 95
10 288.000000 217.000000 0.927610 95
11 240.000000 226.000000 0.867886 95
12 312.000000 198.000000 0.894907 95
13 303.000000 282.000000 0.913037 95
14 326.000000 329.000000 0.905649 95
15 304.000000 363.000000 0.934830 94
16 266.000000 346.000000 0.946323 94
17 283.000000 388.000000 0.880093 94
18 362.000000 341.000000 0.914655 94
19 305.000000 374.000000 0.924969 94
20 320.000000 408.000000 0.947142 94
21 316.000000 438.000000 0.976412 94
22 361.000000 467.000000 0.935062 94
23 429.000000 368.000000 0.947344 94
24 375.000000 347.000000 0.941221 94
25 373.000000 404.000000 0.957624 94
26 307.000000 458.000000 0.939639 94
27 386.000000 450.000000 0.946178 94
28 404.000000 458.000000 0.930528 94
29 407.000000 499.000000 0.957609 94
30 400.000000 441.000000 0.919673 94
31 401.000000 473.000000 0.960197 94
32 418.000000 462.000000 0.953437 94
33 398.000000 526.000000 0.943988 94
34 434.000000 479.000000 0.936513 94
35 488.000000 467.000000 0.934671 94
36 478.000000 493.000000 0.954844 94
37 401.000000 518.000000 0.937787 94
38 418.000000 485.000000 0.969525 94
39 526.000000 468.000000 0.933765 94
40 517.000000 424.000000 0.930447 94
41 506.000000 455.000000 0.940769 94
42 467.000000 447.000000 0.926349 94
43 433.000000 506.000000 0.949074 94
44 453.000000 477.000000 0.938934 94
45 482.000000 463.000000 0.945405 94
46 478.000000 429.000000 0.948980 94
47 567.000000 414.000000 0.949564 94
48 541.000000 405.000000 0.935748 93
49 524.000000 457.000000 0.959284 93
50 499.000000 504.000000 0.953318 93
51 498.000000 493.000000 0.639200 93
52 486.000000 450.000000 0.635942 93
53 527.000000 469.000000 0.624980 93
54 523.000000 502.000000 0.624288 93
55 472.000000 425.000000 0.634163 93
56 454.000000 496.000000 0.627138 93
57 397.000000 451.000000 0.614447 93
58 437.000000 410.000000 0.644970 93
59 397.000000 420.000000 0.638855 93
60 397.000000 391.000000 0.633766 93
61 424.000000 450.000000 0.644369 93
62 440.000000 419.000000 0.624388 93
63 430.000000 405.000000 0.639844 93
64 451.000000 467.000000 0.630843 93
65 470.000000 428.000000 0.624977 93
66 451.000000 428.000000 0.619298 93
67 412.000000 394.000000 0.661110 93
68 466.000000 414.000000 0.659043 93
69 439.000000 445.000000 0.623547 93
70 452.000000 418.000000 0.647843 93
71 469.000000 447.000000 0.622817 93
72 487.000000 463.000000 0.625722 93
73 425.000000 405.000000 0.677263 93
74 400.000000 426.000000 0.642838 93
75 430.000000 422.000000 0.638106 93
76 353.000000 401.000000 0.662339 93
77 381.000000 388.000000 0.627738 93
78 346.000000 366.000000 0.609680 93
79 439.000000 425.000000 0.655895 93
80 390.000000 401.000000 0.648950 93
81 418.000000 376.000000 0.643268 93
82 415.000000 389.000000 0.662836 93
83 448.000000 419.000000 0.648842 93
84 478.000000 435.000000 0.621785 93
85 488.000000 474.000000 0.643477 93
86 452.000000 431.000000 0.645080 93
87 473.000000 437.000000 0.646389 93
88 445.000000 479.000000 0.628839 93
89 507.000000 476.000000 0.622823 93
90 436.000000 429.000000 0.625318 93
91 415.000000 446.000000 0.620917 93
92 440.000000 425.000000 0.647364 93
93 426.000000 420.000000 0.635049 93
94 474.000000 468.000000 0.625635 93
95 448.000000 450.000000 0.631775 93
96 405.000000 415.000000 0.645807 93
97 460.000000 452.000000 0.624284 93
98 454.000000 428.000000 0.630670 93
99 435.000000 436.000000 0.639244 93
100 476.000000 410.000000 0.636152 93
