# pucks logger
# generation, total redpucks, total greenpucks.
0 44.000000 55.000000 0.423333 100
1 64.000000 91.000000 0.517361 96
2 112.000000 184.000000 0.758581 96
3 151.000000 156.000000 0.733981 95
4 169.000000 147.000000 0.685117 94
5 205.000000 147.000000 0.733473 94
6 215.000000 203.000000 0.834043 94
7 228.000000 209.000000 0.846913 94
8 258.000000 253.000000 0.891413 94
9 252.000000 241.000000 0.837670 94
10 283.000000 287.000000 0.928177 94
11 261.000000 307.000000 0.933014 94
12 305.000000 295.000000 0.938752 94
13 289.000000 323.000000 0.956316 94
14 256.000000 356.000000 0.908391 94
15 315.000000 438.000000 0.953556 94
16 330.000000 419.000000 0.978685 94
17 374.000000 424.000000 0.933293 94
18 357.000000 440.000000 0.947847 94
19 358.000000 460.000000 0.962201 93
20 397.000000 470.000000 0.951403 93
21 355.000000 435.000000 0.960707 93
22 399.000000 485.000000 0.944847 93
23 388.000000 511.000000 0.957122 93
24 373.000000 459.000000 0.962371 93
25 343.000000 472.000000 0.956455 93
26 394.000000 426.000000 0.955160 93
27 455.000000 410.000000 0.936721 93
28 415.000000 437.000000 0.952721 93
29 406.000000 528.000000 0.938347 93
30 436.000000 429.000000 0.933891 93
31 422.000000 475.000000 0.937426 93
32 381.000000 537.000000 0.958058 93
33 347.000000 516.000000 0.908244 93
34 469.000000 421.000000 0.943699 93
35 439.000000 473.000000 0.953235 93
36 490.000000 436.000000 0.962593 93
37 425.000000 547.000000 0.958170 93
38 485.000000 500.000000 0.941566 93
39 404.000000 472.000000 0.952968 93
40 382.000000 537.000000 0.951346 93
41 431.000000 565.000000 0.926258 93
42 392.000000 648.000000 0.948243 93
43 495.000000 501.000000 0.959642 93
44 471.000000 539.000000 0.934667 93
45 492.000000 524.000000 0.938256 93
46 433.000000 535.000000 0.937507 93
47 424.000000 596.000000 0.919987 93
48 412.000000 579.000000 0.956876 93
49 539.000000 511.000000 0.941561 93
50 589.000000 506.000000 0.925823 93
51 522.000000 469.000000 0.656032 93
52 496.000000 510.000000 0.620095 93
53 471.000000 518.000000 0.634641 93
54 457.000000 440.000000 0.637943 93
55 415.000000 437.000000 0.611739 93
56 481.000000 490.000000 0.630781 93
57 450.000000 479.000000 0.641709 93
58 481.000000 511.000000 0.627615 93
59 508.000000 520.000000 0.617355 93
60 409.000000 392.000000 0.646212 93
61 483.000000 461.000000 0.641247 93
62 460.000000 411.000000 0.626722 93
63 478.000000 495.000000 0.623359 93
64 481.000000 526.000000 0.619330 93
65 486.000000 450.000000 0.625350 93
66 459.000000 453.000000 0.623823 93
67 514.000000 543.000000 0.625771 93
68 511.000000 497.000000 0.638323 93
69 515.000000 547.000000 0.633223 93
70 518.000000 557.000000 0.611827 93
71 491.000000 489.000000 0.629882 93
72 504.000000 506.000000 0.638397 93
73 579.000000 544.000000 0.606323 93
74 555.000000 525.000000 0.600430 93
75 519.000000 549.000000 0.643104 93
76 483.000000 543.000000 0.641392 93
77 502.000000 509.000000 0.617848 93
78 444.000000 499.000000 0.626683 93
79 490.000000 495.000000 0.643948 93
80 459.000000 441.000000 0.655679 93
81 478.000000 466.000000 0.630561 93
82 508.000000 480.000000 0.639144 93
83 508.000000 452.000000 0.655632 93
84 491.000000 533.000000 0.626894 93
85 465.000000 472.000000 0.634322 93
86 506.000000 488.000000 0.635742 93
87 519.000000 508.000000 0.605349 93
88 512.000000 510.000000 0.637333 93
89 465.000000 459.000000 0.610329 93
90 483.000000 474.000000 0.628709 93
91 499.000000 462.000000 0.642521 93
92 462.000000 484.000000 0.629885 93
93 477.000000 452.000000 0.648321 93
94 461.000000 463.000000 0.647116 93
95 453.000000 441.000000 0.635002 93
96 479.000000 478.000000 0.640220 93
97 481.000000 452.000000 0.645941 93
98 454.000000 446.000000 0.646898 93
99 503.000000 504.000000 0.634220 93
100 475.000000 429.000000 0.634911 93
